Age,Gender,Attrition,Department,Environment Satisfaction,Marital status,MonthlyIncome,YearsInCurrentRole,HourlyRate,Job responsibilities,JobSatisfaction,leftOrganizationInPast12mnths,Reasons for leaving,NumInstitutesWorked,PercentSalaryHike,RelationshipSatisfaction,DistanceFromHome,BusinessTravel,Education,EducationField,WorkLifeBalance,YearsAtOrganization,JobInvolvement,PerformanceRating,JobLevel
29,Male,No,Applied science,3,Married,19973,16,55,5,3,Yes,Better job opportunities,3,14,3,0,Travel_Rarely,1,Communications,3,4,2,3,2
42,Male,No,CSA,3,Single,6861,0,42,5,4,No,"Better job opportunities, Compensation and benefits, Lack of carrer growth",1,11,4,6,Travel_Rarely,5,Computer Science,3,3,2,3,2
43,Male,Yes,Applied science,4,Married,4969,2,79,4,1,Yes,Work-related stress,4,13,3,9,Travel_Rarely,4,Information Technology,3,8,2,3,4
34,Male,No,CSA,2,Married,19845,14,57,1,4,No,"Better job opportunities, Compensation and benefits",4,21,4,7,Travel_Rarely,4,Marketing,3,0,1,3,1
23,Female,No,B.E.,2,Married,13320,11,53,4,4,Yes,Compensation and benefits,2,13,4,8,Travel_Rarely,4,Business Administration,3,7,3,3,2
39,Male,Yes,CSA,3,Married,6347,7,95,5,3,Yes,Better job opportunities,3,12,3,6,Travel_Rarely,2,Communications,3,2,3,4,3
56,Male,Yes,B.E.,3,Married,2743,13,43,4,1,Yes,Compensation and benefits,1,17,3,8,Travel_Rarely,3,Computer Science,3,8,3,3,2
40,Male,No,Applied science,4,Single,10880,6,82,4,1,No,Compensation and benefits,1,23,4,7,Travel_Rarely,3,Information Technology,2,1,3,3,1
27,Male,No,CSA,4,Divorced,2342,2,88,3,4,No,Compensation and benefits,6,11,1,0,Travel_Rarely,4,Marketing,3,3,3,3,2
29,Female,Yes,Applied science,4,Married,17650,3,90,5,4,Yes,Compensation and benefits,2,15,4,9,Travel_Rarely,3,Business Administration,3,1,2,3,4
53,Male,No,CSA,4,Married,4025,7,69,3,3,Yes,"Issues with management, Lack of carrer growth",1,11,4,9,Travel_Rarely,3,Communications,4,13,2,4,3
35,Male,No,B.E.,4,Single,9725,1,75,4,4,No,Lack of carrer growth,6,11,1,8,Non-Travel,2,Computer Science,3,3,3,3,1
32,Female,No,Applied science,1,Married,11904,4,66,5,4,Yes,Compensation and benefits,2,13,4,0,Travel_Rarely,4,Information Technology,3,7,3,3,3
38,Male,Yes,B.E.,4,Married,2177,3,36,5,2,Yes,"Work-related stress, Compensation and benefits",0,24,2,9,Travel_Rarely,3,Marketing,3,3,1,3,2
34,Male,No,B.E.,2,Single,7525,7,38,5,2,Yes,"Better job opportunities, Lack of carrer growth",1,13,3,8,Travel_Rarely,3,Business Administration,3,1,2,3,2
52,Female,Yes,CSA,3,Single,4834,0,81,5,3,No,Compensation and benefits,9,20,1,6,Travel_Frequently,4,Communications,3,5,3,3,2
33,Male,No,Applied science,4,Married,2042,2,57,5,1,Yes,Compensation and benefits,9,14,3,9,Travel_Rarely,2,Computer Science,3,1,1,3,2
25,Male,No,B.E.,3,Single,2220,1,87,3,3,No,Lack of carrer growth,1,18,2,3,Travel_Rarely,4,Information Technology,3,8,3,3,1
45,Male,No,CSA,2,Married,1052,0,74,5,2,No,Lack of carrer growth,1,15,1,6,Travel_Frequently,3,Marketing,3,4,2,3,3
23,Male,No,CSA,1,Married,2821,2,44,4,3,Yes,Compensation and benefits,8,12,4,7,Travel_Rarely,2,Business Administration,3,6,3,3,3
47,Male,Yes,Applied science,2,Married,19237,1,62,2,3,Yes,Issues with management,4,16,4,6,Travel_Rarely,3,Communications,3,2,3,3,4
34,Female,Yes,B.E.,4,Married,4107,3,35,4,2,No,Work-related stress,4,15,3,7,Travel_Rarely,3,Computer Science,2,1,3,3,3
55,Female,No,CSA,4,Married,8396,7,74,5,1,Yes,Work-related stress,8,16,4,6,Travel_Rarely,3,Information Technology,3,3,2,3,2
36,Male,No,B.E.,1,Single,2007,3,66,4,3,Yes,"Issues with management, Work-related stress, Lack of carrer growth",2,19,2,23,Travel_Rarely,4,Marketing,2,1,3,3,2
52,Female,No,CSA,4,Single,19627,2,40,4,4,No,Issues with management,1,11,1,2,Travel_Rarely,1,Business Administration,3,5,3,3,1
26,Male,No,Applied science,1,Single,10686,4,41,5,3,No,"Better job opportunities, Work-related stress",1,16,1,7,Travel_Rarely,1,Communications,4,7,3,3,2
29,Male,No,B.E.,2,Married,2942,4,63,5,3,No,Compensation and benefits,0,24,1,8,Non-Travel,3,Computer Science,3,5,3,3,2
26,Female,No,CSA,4,Single,8858,8,51,3,4,Yes,Lack of carrer growth,1,11,3,6,Travel_Rarely,2,Information Technology,3,7,1,3,5
34,Male,No,CSA,2,Married,16756,7,40,5,1,Yes,Compensation and benefits,1,13,3,6,Travel_Frequently,3,Marketing,3,2,3,3,1
54,Female,No,Applied science,4,Single,10798,0,79,4,4,No,"Lack of carrer growth, ",9,13,2,3,Travel_Rarely,3,Business Administration,3,5,3,4,2
27,Female,Yes,B.E.,3,Married,2323,2,54,5,4,No,Issues with management,1,13,2,9,Travel_Rarely,2,Communications,3,5,4,4,1
37,Female,Yes,CSA,4,Single,1416,0,36,3,1,No,Issues with management,7,12,2,0,Non-Travel,4,Computer Science,2,5,3,3,5
38,Male,Yes,B.E.,1,Single,4615,13,74,5,1,No,Better job opportunities,3,18,4,4,Travel_Rarely,4,Information Technology,3,1,4,3,1
34,Male,No,Applied science,3,Single,2461,0,34,4,3,Yes,Work-related stress,2,22,3,6,Travel_Frequently,3,Marketing,3,6,4,3,1
35,Male,No,CSA,1,Single,8722,7,72,4,1,No,"Issues with management, Work-related stress",1,13,2,15,Travel_Frequently,3,Business Administration,2,2,2,3,1
30,Female,No,CSA,4,Married,3955,3,59,4,1,Yes,Compensation and benefits,6,13,3,8,Travel_Rarely,2,Communications,3,10,3,3,1
40,Male,No,B.E.,3,Married,9957,2,85,4,1,Yes,Compensation and benefits,4,23,4,9,Travel_Rarely,4,Computer Science,3,1,1,3,2
34,Male,Yes,Applied science,3,Married,3376,6,43,4,3,Yes,Compensation and benefits,9,12,2,8,Travel_Rarely,2,Information Technology,2,18,3,3,2
42,Female,No,B.E.,2,Divorced,8823,9,65,4,3,Yes,Lack of carrer growth,1,12,2,10,Travel_Rarely,3,Marketing,3,5,2,4,2
23,Male,No,CSA,3,Married,10322,10,61,5,4,No,Compensation and benefits,7,16,3,11,Travel_Rarely,4,Business Administration,1,5,3,3,1
24,Female,No,Applied science,3,Married,4621,2,87,5,3,No,Work-related stress,4,12,3,9,Travel_Rarely,2,Communications,3,1,3,3,2
52,Male,Yes,CSA,4,Married,10976,2,65,4,2,Yes,"Better job opportunities, Compensation and benefits",1,11,2,8,Travel_Rarely,5,Computer Science,3,25,3,3,1
50,Male,No,B.E.,3,Married,3660,7,59,4,3,No,Compensation and benefits,3,22,4,7,Travel_Frequently,2,Information Technology,3,1,2,3,2
29,Female,No,CSA,2,Single,10482,6,91,4,1,Yes,Better job opportunities,1,11,4,5,Travel_Rarely,1,Marketing,3,4,3,3,4
33,Male,No,Applied science,3,Single,7119,2,34,4,4,No,Work-related stress,1,15,4,10,Travel_Rarely,3,Business Administration,3,3,3,3,1
33,Female,No,CSA,1,Single,9582,7,86,5,1,No,Better job opportunities,9,12,3,15,Travel_Rarely,3,Communications,3,13,4,3,2
47,Male,No,Applied science,3,Single,4508,7,54,2,3,No,Better job opportunities,0,20,3,10,Travel_Frequently,3,Marketing,2,3,2,3,4
36,Female,No,CSA,3,Married,2207,2,50,4,3,No,Work-related stress,1,14,1,10,Travel_Rarely,2,Business Administration,3,5,3,3,2
29,Male,Yes,B.E.,3,Single,7756,2,45,3,4,Yes,"Better job opportunities, Issues with management, Lack of carrer growth",1,11,3,45,Travel_Frequently,3,Communications,3,5,3,3,1
58,Male,Yes,B.E.,4,Married,6694,0,88,5,4,No,Lack of carrer growth,5,15,4,15,Travel_Frequently,3,Computer Science,3,13,3,3,1
35,Female,Yes,CSA,4,Married,3691,7,32,5,4,No,Better job opportunities,2,12,3,20,Travel_Rarely,2,Information Technology,3,4,2,3,1
42,Female,No,Applied science,4,Married,2377,1,37,5,3,No,Work-related stress,3,14,4,8,Travel_Rarely,2,Marketing,3,21,2,3,5
28,Female,Yes,CSA,3,Married,2313,2,55,5,2,No,Better job opportunities,2,11,4,18,Travel_Rarely,2,Business Administration,2,7,1,4,1
36,Female,Yes,B.E.,3,Married,6321,11,68,2,4,Yes,Better job opportunities,0,23,2,28,Travel_Rarely,4,Business Administration,4,7,2,3,2
60,Male,No,B.E.,3,Married,1009,1,30,3,3,Yes,"Better job opportunities, Compensation and benefits, Lack of carrer growth",0,21,3,17,Travel_Rarely,3,Communications,3,3,3,3,2
49,Male,No,Applied science,1,Single,19973,1,51,4,1,No,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits",0,11,4,1,Travel_Rarely,3,Marketing,3,8,4,4,1
29,Male,No,B.E.,3,Single,1009,4,68,4,3,Yes,"Better job opportunities, Work-related stress, Compensation and benefits",0,17,2,12,Travel_Frequently,4,Communications,2,0,3,4,2
22,Male,No,CSA,2,Married,17119,0,34,5,2,No,Work-related stress,5,17,4,0,Travel_Rarely,2,Computer Science,2,10,3,3,1
38,Male,Yes,Applied science,2,Married,1172,11,53,4,2,Yes,"Issues with management, Work-related stress, Compensation and benefits",0,13,4,39,Travel_Rarely,4,Business Administration,2,0,2,3,2
18,Male,No,B.E.,1,Single,7500,11,55,4,1,Yes,Work-related stress,0,14,3,60,Travel_Rarely,1,Computer Science,3,17,2,3,1
41,Male,No,CSA,3,Single,7925,5,80,3,3,Yes,Issues with management,3,20,3,39,Travel_Rarely,2,Business Administration,2,7,4,3,3
18,Male,No,CSA,3,Single,3486,7,44,4,2,Yes,"Work-related stress, Compensation and benefits, Lack of carrer growth",0,11,1,13,Travel_Rarely,4,Information Technology,3,10,3,3,2
18,Female,No,B.E.,3,Married,6084,6,56,4,2,Yes,Better job opportunities,0,25,3,0,Travel_Rarely,3,Information Technology,3,7,4,3,2
39,Male,No,Applied science,2,Single,6004,4,32,4,3,No,Work-related stress,0,13,3,18,Travel_Rarely,4,Computer Science,3,18,4,4,2
23,Male,No,B.E.,3,Single,7091,2,79,5,2,No,Issues with management,0,18,2,17,Non-Travel,3,Marketing,3,0,3,3,3
28,Female,No,CSA,3,Married,1009,7,92,4,2,Yes,Better job opportunities,0,14,2,14,Travel_Rarely,3,Computer Science,3,8,1,3,2
38,Female,No,Applied science,2,Single,19973,3,30,4,1,No,"Work-related stress, Compensation and benefits",1,11,1,0,Travel_Rarely,3,Computer Science,2,3,3,3,1
52,Female,No,CSA,3,Divorced,1009,2,53,5,2,Yes,"Issues with management, Work-related stress",0,16,3,35,Travel_Rarely,4,Marketing,3,1,1,3,1
60,Male,No,B.E.,3,Single,8187,6,93,4,4,Yes,"Issues with management, Work-related stress",0,14,1,9,Travel_Rarely,5,Computer Science,3,8,2,3,1
42,Female,No,Applied science,4,Married,8754,0,71,5,4,Yes,Work-related stress,0,19,3,0,Travel_Rarely,1,Business Administration,2,8,2,3,1
60,Male,No,B.E.,1,Married,1009,5,56,4,4,Yes,Work-related stress,0,16,3,0,Travel_Rarely,1,Information Technology,3,10,2,3,1
49,Male,No,CSA,4,Divorced,1009,6,90,4,4,Yes,Work-related stress,0,16,4,0,Travel_Rarely,3,Computer Science,3,15,3,4,2
48,Female,No,B.E.,1,Married,2741,0,69,4,4,No,Work-related stress,0,14,3,2,Travel_Rarely,3,Computer Science,3,6,3,4,2
52,Female,No,Applied science,1,Single,1009,0,83,4,1,Yes,Work-related stress,0,17,1,9,Travel_Rarely,1,Information Technology,3,6,3,3,1
26,Male,No,CSA,3,Married,5754,1,84,4,3,Yes,Better job opportunities,0,14,4,48,Travel_Rarely,4,Information Technology,4,9,3,3,2
38,Male,No,B.E.,2,Married,5971,5,71,3,2,No,Better job opportunities,5,18,4,7,Travel_Rarely,4,Information Technology,3,7,3,4,2
18,Male,No,CSA,2,Single,1009,7,33,4,4,Yes,"Better job opportunities, Issues with management",9,11,3,38,Travel_Rarely,1,Marketing,3,0,4,3,1
60,Male,No,Applied science,2,Married,8540,3,93,3,2,Yes,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits",6,14,2,32,Travel_Rarely,5,Communications,3,4,2,3,1
51,Male,No,CSA,1,Divorced,16083,2,46,3,2,No,Issues with management,0,13,4,0,Non-Travel,1,Business Administration,2,7,3,3,3
25,Male,No,CSA,4,Married,14026,0,98,2,4,Yes,Issues with management,0,13,3,11,Travel_Rarely,3,Marketing,4,11,4,3,2
23,Male,No,B.E.,3,Single,3457,5,100,3,1,No,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,12,3,0,Travel_Rarely,3,Marketing,2,0,2,3,2
18,Male,No,B.E.,3,Single,4382,6,59,3,3,Yes,"Better job opportunities, Compensation and benefits",1,11,3,11,Travel_Rarely,5,Communications,3,0,3,3,2
50,Male,No,CSA,4,Single,18147,2,100,2,2,No,"Better job opportunities, Work-related stress",0,11,4,5,Travel_Frequently,3,Marketing,3,21,3,3,2
23,Male,No,Applied science,2,Married,2189,0,100,4,1,No,Compensation and benefits,0,15,4,17,Travel_Frequently,3,Business Administration,3,38,2,3,2
28,Male,No,B.E.,4,Single,19973,7,64,5,3,Yes,Lack of carrer growth,9,11,1,19,Travel_Rarely,2,Communications,3,1,2,3,3
46,Male,Yes,CSA,1,Single,1030,5,48,4,4,Yes,Work-related stress,1,23,3,12,Travel_Rarely,2,Marketing,4,0,3,3,3
21,Male,Yes,B.E.,2,Married,4954,5,96,4,2,No,Work-related stress,0,16,4,0,Travel_Frequently,3,Business Administration,3,5,3,3,2
55,Male,No,Applied science,1,Single,2329,0,91,3,2,Yes,Work-related stress,1,14,3,17,Travel_Rarely,4,Marketing,2,15,3,4,3
44,Female,Yes,B.E.,3,Single,1336,0,100,2,1,Yes,Compensation and benefits,0,12,4,0,Travel_Rarely,3,Business Administration,3,7,3,3,4
25,Male,No,CSA,4,Single,5761,1,54,5,1,Yes,"Work-related stress, Compensation and benefits",0,11,2,6,Travel_Rarely,3,Business Administration,4,0,4,3,5
60,Male,No,B.E.,4,Single,3065,0,73,4,3,Yes,Work-related stress,0,13,1,1,Travel_Rarely,3,Marketing,3,7,3,3,2
44,Male,No,Applied science,4,Single,3631,6,39,4,3,Yes,"Better job opportunities, Lack of carrer growth",0,17,2,20,Travel_Rarely,5,Communications,3,14,2,4,3
31,Female,No,B.E.,3,Married,4404,3,39,4,3,Yes,Compensation and benefits,2,15,1,0,Travel_Rarely,4,Computer Science,3,7,3,3,5
50,Female,No,CSA,3,Married,5015,0,56,4,1,Yes,Lack of carrer growth,0,17,2,31,Travel_Rarely,2,Communications,4,19,3,3,1
28,Male,No,B.E.,1,Single,19973,0,76,4,3,No,"Lack of career growth, Compensation and benefits",0,12,4,32,Travel_Rarely,4,Marketing,2,4,3,3,1
18,Male,Yes,CSA,2,Single,19973,1,67,3,1,Yes,Issues with management,2,11,4,40,Travel_Rarely,3,Communications,2,17,2,3,3
45,Female,Yes,Applied science,2,Single,13367,0,67,4,3,Yes,Better job opportunities,0,16,4,10,Travel_Rarely,3,Communications,2,7,3,3,3
45,Male,Yes,CSA,3,Single,3765,7,54,3,3,Yes,Issues with management,6,25,2,16,Travel_Rarely,3,Information Technology,2,35,3,3,1
48,Male,No,Applied science,4,Married,1899,4,100,3,2,No,Issues with management,0,25,2,29,Travel_Rarely,3,Business Administration,3,10,1,3,4
18,Male,No,CSA,2,Divorced,19973,1,100,2,3,Yes,Better job opportunities,0,15,3,0,Travel_Rarely,4,Information Technology,2,10,3,4,2
35,Male,No,B.E.,1,Single,1009,6,35,3,4,No,Work-related stress,0,19,3,18,Travel_Rarely,3,Marketing,2,16,2,3,1
53,Male,No,Applied science,4,Single,1009,1,30,3,2,Yes,Better job opportunities,0,11,1,13,Travel_Rarely,3,Information Technology,3,18,3,3,1
20,Male,No,CSA,3,Single,13123,6,35,2,2,Yes,"Issues with management, Work-related stress, Lack of carrer growth",0,17,2,12,Travel_Rarely,3,Business Administration,3,3,3,3,2
23,Male,No,Applied science,4,Single,5660,0,61,4,1,Yes,Better job opportunities,3,11,3,0,Travel_Frequently,1,Information Technology,3,0,3,3,2
52,Male,No,CSA,4,Married,1380,0,100,5,3,Yes,"Better job opportunities, Issues with management, Work-related stress, Lack of carrer growth",0,11,2,0,Travel_Rarely,3,Communications,2,0,3,3,1
24,Male,No,B.E.,3,Single,19973,2,59,4,4,Yes,Compensation and benefits,0,16,1,1,Travel_Frequently,3,Marketing,3,7,1,3,2
23,Male,No,CSA,1,Married,15251,4,100,4,1,No,Work-related stress,0,11,4,0,Travel_Rarely,4,Business Administration,2,19,3,3,4
25,Female,No,B.E.,1,Divorced,6395,0,100,3,1,Yes,Work-related stress,1,13,4,0,Travel_Rarely,4,Computer Science,3,0,3,4,1
22,Male,Yes,Applied science,4,Married,6906,0,71,2,2,Yes,Compensation and benefits,0,21,3,0,Non-Travel,3,Marketing,2,21,3,3,2
60,Male,Yes,CSA,4,Married,1009,5,30,4,4,Yes,Lack of carrer growth,0,15,3,17,Travel_Rarely,4,Information Technology,3,3,1,3,1
37,Male,Yes,Applied science,1,Single,4364,1,45,1,4,No,Work-related stress,0,25,3,0,Travel_Rarely,3,Computer Science,3,29,3,3,2
18,Male,No,CSA,1,Married,2856,1,73,3,1,Yes,Better job opportunities,0,25,3,8,Travel_Rarely,1,Marketing,3,28,3,3,2
19,Female,No,B.E.,2,Married,1009,0,97,5,2,Yes,"Better job opportunities, Lack of carrer growth",0,13,4,6,Travel_Rarely,4,Computer Science,4,19,3,3,2
41,Male,No,Applied science,1,Married,14259,5,50,4,4,No,"Issues with management, Compensation and benefits",0,11,2,14,Travel_Rarely,2,Business Administration,1,10,3,3,1
40,Female,No,B.E.,4,Single,19973,4,100,5,3,No,Compensation and benefits,0,23,4,0,Travel_Rarely,3,Business Administration,2,10,3,3,2
39,Female,No,B.E.,1,Single,1009,7,91,5,1,Yes,Work-related stress,1,16,3,19,Travel_Rarely,4,Business Administration,3,0,3,3,4
51,Male,Yes,CSA,3,Single,19973,0,100,4,2,No,"Issues with management, Work-related stress, Lack of carrer growth",6,11,4,0,Travel_Rarely,2,Business Administration,3,4,3,3,1
33,Male,No,Applied science,4,Single,6051,7,63,1,1,Yes,"Issues with management, Lack of carrer growth",1,15,1,15,Travel_Rarely,4,Information Technology,2,4,3,3,2
41,Male,No,B.E.,3,Divorced,1009,6,35,4,3,Yes,Work-related stress,4,19,1,0,Travel_Rarely,1,Computer Science,3,0,3,3,2
38,Male,No,CSA,4,Single,19973,0,100,5,2,Yes,"Lack of carrer growth, ",3,12,1,9,Travel_Rarely,3,Information Technology,3,6,3,4,1
35,Male,No,CSA,2,Single,7470,7,70,4,4,No,"Issues with management, Work-related stress, Compensation and benefits",0,25,1,0,Travel_Rarely,4,Information Technology,3,6,2,3,2
44,Male,Yes,Applied science,2,Single,2059,5,96,4,2,Yes,Work-related stress,0,21,3,10,Travel_Rarely,2,Communications,2,7,3,3,2
18,Male,No,B.E.,3,Single,5681,0,61,3,1,Yes,Issues with management,0,13,2,0,Travel_Rarely,4,Communications,3,3,4,3,5
19,Male,Yes,CSA,4,Single,19973,0,100,5,1,Yes,Better job opportunities,0,12,4,0,Travel_Rarely,3,Communications,3,17,3,3,3
29,Male,Yes,B.E.,2,Married,4164,1,59,3,2,Yes,"Issues with management, Work-related stress",0,17,3,49,Travel_Rarely,1,Marketing,3,9,4,4,1
18,Male,No,CSA,2,Single,1009,10,30,4,4,Yes,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,22,2,41,Travel_Rarely,3,Marketing,3,0,2,3,1
46,Male,No,Applied science,3,Single,13120,16,36,5,3,Yes,"Better job opportunities, Work-related stress",0,21,1,0,Travel_Frequently,1,Information Technology,3,7,3,3,2
40,Female,No,B.E.,3,Single,13117,0,64,5,3,Yes,Work-related stress,2,11,2,0,Travel_Rarely,4,Computer Science,3,27,2,3,2
37,Male,No,CSA,3,Married,3880,0,90,5,4,Yes,Issues with management,0,12,4,29,Travel_Rarely,4,Marketing,2,24,1,3,1
54,Male,Yes,CSA,2,Single,5224,6,54,5,1,Yes,Lack of carrer growth,1,16,2,11,Travel_Rarely,4,Communications,3,10,4,4,2
53,Male,Yes,Applied science,4,Single,6574,0,100,5,3,No,"Better job opportunities, Issues with management, Work-related stress",2,11,4,0,Travel_Rarely,1,Communications,3,5,3,4,2
40,Female,No,B.E.,1,Single,2699,6,76,3,1,No,Better job opportunities,0,16,3,2,Travel_Frequently,3,Information Technology,3,0,2,3,1
39,Male,No,CSA,4,Single,15101,7,68,5,3,Yes,"Issues with management, Work-related stress",3,14,1,16,Travel_Rarely,3,Computer Science,3,9,4,3,2
60,Male,Yes,B.E.,4,Single,1009,5,30,4,2,Yes,"Compensation and benefits, Lack of carrer growth",1,15,4,9,Non-Travel,4,Computer Science,3,6,3,3,1
29,Male,No,Applied science,2,Single,19973,4,100,2,1,Yes,Better job opportunities,2,11,3,21,Travel_Rarely,4,Computer Science,3,3,2,3,1
28,Male,No,CSA,4,Single,9198,5,50,4,4,No,Work-related stress,0,16,2,0,Travel_Rarely,2,Information Technology,4,12,3,3,1
18,Male,No,CSA,3,Single,19973,0,100,5,2,Yes,Lack of carrer growth,0,11,3,0,Travel_Rarely,4,Information Technology,2,10,4,3,2
48,Male,No,B.E.,3,Single,1670,2,100,4,3,No,"Better job opportunities, Lack of career growth, Compensation and benefits",2,14,3,2,Travel_Rarely,4,Information Technology,3,15,3,4,2
38,Male,No,Applied science,1,Single,18540,0,100,4,1,Yes,Issues with management,1,25,2,3,Non-Travel,3,Information Technology,3,2,2,3,5
26,Male,No,B.E.,3,Married,15765,7,30,5,1,No,"Issues with management, Work-related stress, Lack of carrer growth",0,11,2,14,Travel_Rarely,5,Information Technology,4,12,3,4,1
46,Male,No,CSA,4,Single,1959,0,100,5,1,Yes,"Issues with management, Work-related stress, Compensation and benefits",1,24,3,14,Travel_Rarely,1,Business Administration,3,2,2,3,1
30,Male,No,Applied science,3,Single,19973,0,60,3,4,Yes,Lack of carrer growth,1,15,3,0,Travel_Rarely,4,Information Technology,3,0,3,3,2
18,Male,No,CSA,4,Single,14585,7,66,5,3,Yes,Work-related stress,2,22,2,17,Travel_Rarely,3,Information Technology,3,0,3,3,4
18,Female,No,B.E.,1,Single,6309,3,70,4,3,Yes,Better job opportunities,1,11,2,34,Travel_Rarely,2,Marketing,3,6,3,3,1
46,Male,Yes,CSA,4,Married,11659,0,100,5,2,Yes,Work-related stress,0,25,3,0,Travel_Rarely,4,Information Technology,2,10,3,3,3
18,Male,No,Applied science,4,Single,19973,0,58,3,2,Yes,Issues with management,4,22,4,13,Travel_Rarely,3,Information Technology,3,4,3,3,2
18,Male,No,CSA,3,Single,4333,6,52,5,3,Yes,Work-related stress,0,11,3,7,Travel_Rarely,4,Computer Science,3,0,3,3,4
34,Female,No,Applied science,3,Single,9957,1,66,4,1,Yes,Work-related stress,4,13,1,0,Travel_Rarely,4,Communications,3,37,4,3,2
25,Female,No,CSA,2,Single,5516,10,61,4,3,Yes,Work-related stress,0,11,1,0,Travel_Rarely,4,Marketing,4,8,4,3,1
45,Female,No,B.E.,1,Married,19973,6,30,4,3,Yes,Work-related stress,0,16,3,1,Non-Travel,2,Information Technology,3,0,2,3,5
20,Male,No,B.E.,3,Divorced,4288,5,50,4,2,Yes,Better job opportunities,0,11,2,10,Travel_Rarely,3,Computer Science,1,0,2,3,1
58,Male,No,CSA,3,Single,4606,0,99,4,3,Yes,Compensation and benefits,1,25,2,10,Travel_Rarely,3,Communications,2,22,3,3,2
60,Male,No,Applied science,3,Single,2400,16,84,4,3,Yes,Compensation and benefits,1,15,2,14,Non-Travel,5,Business Administration,3,18,2,3,1
34,Male,No,CSA,4,Married,1727,0,71,5,1,Yes,Work-related stress,0,13,2,10,Travel_Rarely,3,Computer Science,2,14,3,4,1
42,Male,No,B.E.,4,Married,1424,7,69,5,2,Yes,"Better job opportunities, Lack of carrer growth",0,15,1,29,Travel_Rarely,3,Business Administration,2,10,3,4,2
18,Male,No,B.E.,3,Divorced,6955,4,100,4,2,Yes,"Issues with management, Lack of carrer growth",0,11,3,0,Travel_Rarely,4,Marketing,3,8,3,3,2
49,Male,No,Applied science,3,Single,1058,14,81,4,2,Yes,Work-related stress,0,16,1,6,Travel_Rarely,3,Communications,3,14,3,3,2
45,Male,No,B.E.,3,Married,1009,7,81,4,1,Yes,Better job opportunities,3,25,2,35,Travel_Rarely,4,Information Technology,3,2,3,3,1
34,Male,No,CSA,4,Married,6958,0,100,4,2,Yes,Better job opportunities,2,24,2,9,Travel_Rarely,4,Information Technology,2,8,4,3,2
30,Male,No,Applied science,1,Married,7998,6,52,5,2,Yes,"Better job opportunities, Work-related stress, Compensation and benefits",0,14,4,11,Travel_Frequently,4,Marketing,3,40,2,4,2
31,Male,No,B.E.,2,Single,19973,6,34,2,2,Yes,Better job opportunities,0,13,4,36,Travel_Rarely,3,Communications,3,8,2,3,1
23,Male,Yes,CSA,3,Married,16757,6,56,4,4,No,"Work-related stress, Compensation and benefits",0,25,3,0,Travel_Rarely,3,Business Administration,3,2,3,4,3
39,Male,No,CSA,1,Single,1009,6,30,3,2,Yes,Issues with management,1,25,4,16,Travel_Rarely,3,Computer Science,2,14,3,3,2
57,Male,No,B.E.,3,Married,19973,10,32,5,2,No,"Better job opportunities, Lack of career growth, Work-related stress, Issues with management, Compensation and benefits",0,24,1,6,Travel_Rarely,3,Computer Science,3,9,3,3,4
32,Female,No,Applied science,4,Single,1009,3,30,5,4,Yes,Better job opportunities,0,25,4,0,Travel_Rarely,4,Information Technology,3,9,4,3,3
18,Male,No,B.E.,4,Married,12983,4,100,5,1,Yes,Compensation and benefits,0,13,3,0,Travel_Rarely,3,Communications,3,0,3,3,3
41,Female,No,CSA,2,Married,5549,2,100,5,4,No,"Work-related stress, Compensation and benefits",0,25,1,0,Travel_Rarely,2,Business Administration,2,8,1,3,2
31,Male,No,Applied science,4,Single,7049,0,100,2,1,Yes,Lack of career growth,1,16,4,19,Travel_Rarely,3,Business Administration,3,5,3,4,1
60,Male,No,CSA,4,Single,2925,1,100,3,4,Yes,Compensation and benefits,7,25,3,17,Travel_Rarely,3,Business Administration,2,3,3,3,1
59,Male,Yes,B.E.,3,Married,1502,4,30,4,3,Yes,Lack of carrer growth,0,14,1,0,Travel_Rarely,4,Communications,3,39,3,3,1
18,Male,No,Applied science,1,Single,19064,0,69,4,2,Yes,Compensation and benefits,0,11,2,9,Travel_Frequently,3,Business Administration,3,4,2,3,4
31,Male,Yes,B.E.,3,Married,5030,0,93,5,1,Yes,Work-related stress,2,11,2,8,Non-Travel,1,Computer Science,3,39,3,4,2
50,Male,No,CSA,4,Single,1009,2,100,4,1,Yes,Work-related stress,0,21,3,16,Travel_Rarely,3,Computer Science,2,4,2,3,1
41,Male,Yes,B.E.,4,Single,7417,0,100,4,4,Yes,Work-related stress,0,25,3,0,Travel_Rarely,5,Computer Science,3,4,2,3,2
52,Female,No,Applied science,1,Single,16688,3,100,3,1,Yes,Work-related stress,2,13,2,37,Travel_Frequently,3,Business Administration,2,10,3,3,1
60,Male,No,CSA,4,Single,2778,3,100,4,4,No,"Work-related stress, ",0,11,4,9,Travel_Rarely,3,Information Technology,3,5,2,3,2
31,Female,No,B.E.,3,Married,5491,5,86,4,1,Yes,Lack of carrer growth,0,12,2,36,Travel_Rarely,2,Business Administration,3,38,4,4,2
60,Male,No,CSA,4,Single,1009,6,98,4,2,Yes,Lack of carrer growth,0,18,2,0,Travel_Rarely,4,Computer Science,2,3,3,3,1
